transition_date,transition_hour,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,LEVENT 2 KUZEY
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI GUNEY
2024-09-19,0,TOPKAPI-HABIBLER,Aktarma,1,1,TAM,Tam Aktarma,GAZIOSMANPASA,T4,BEREC
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,M4,KADIKOY (DOGU)
2024-09-19,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-19,0,EMINONU-ALIBEYKOY,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T5,CEP OTOGAR
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,FATIH,T1,SULTANAHMET
2024-09-19,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,UMRANIYE
2024-09-19,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KADIKOY,M4,BOSTANCI (BATI)
2024-09-19,0,KADIKOY-KARTAL,Normal,2,2,INDIRIMLI1,Indirimli Abonman,USKUDAR,M4,UNALAN
2024-09-19,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,BAYRAMPASA,M1,OTOGAR 1
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,FATIH,M1,YENIKAPI
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,SULTANAHMET
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,FINDIKZADE
2024-09-19,0,KADIKOY-KARTAL,Aktarma,2,2,TAM,Tam Aktarma,USKUDAR,M4,UNALAN
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI 2 KUZEY
2024-09-19,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAYRAMPASA,M1,OTOGAR
2024-09-19,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,ZEYTINBURNU,T1,TOPKAPI
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,M2,HALIC GUNEY
2024-09-19,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Abonman,ZEYTINBURNU,T4,TOPKAPI
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,2,2,TAM,Tam Kontur,BAYRAMPASA,M1,KARTALTEPE
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAYRAMPASA,M1,OTOGAR 1
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,T1,SULTANAHMET
2024-09-19,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,T4,EDIRNEKAPI
2024-09-19,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAYRAMPASA,M1,OTOGAR 1
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SISLI,M2,LEVENT 2 KUZEY
2024-09-19,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-19,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Abonman,FATIH,MARMARAY,YENIKAPI-2
2024-09-19,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Abonman,CEKMEKOY,M5,CEKMEKOY 2
2024-09-19,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BEYOGLU,T1,TOPHANE
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-20,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,MARMARAY,KUCUKCEKMECE
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,CEMBERLITAS
2024-09-20,0,KABATAS-BAGCILAR,Aktarma,1,1,UCRETSIZ,Tam Aktarma,FATIH,T1,YUSUFPASA
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T1,AKSARAY
2024-09-20,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,CAPA
2024-09-20,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-20,0,KADIKOY-KARTAL,Normal,2,2,INDIRIMLI1,Indirimli Abonman,MALTEPE,M4,ESENKENT CEVIZLI
2024-09-20,0,BAHARIYE-OLIMPIYAT,Normal,1,1,TAM,Tam Kontur,BASAKSEHIR,M9,ZIYA GOKALP MAH
2024-09-20,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KARTAL,M4,KARTAL (DOGU)
2024-09-20,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,MARMARAY,YENIKAPI-2
2024-09-20,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-20,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T4,TOPKAPI
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,USKUDAR,M5,USKUDAR 2
2024-09-20,0,KABATAS-BAGCILAR,Normal,3,1,TAM,Tam Kontur,BEYOGLU,T1,KABATAS 2
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,SIRKECI
2024-09-20,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,BAGCILAR,M1,BAGCILAR MEYDAN
2024-09-20,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,,M7,KAGITHANE BATI
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,LEVENT 2 KUZEY
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,CEKMEKOY,M5,CEKMEKOY 2
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SARIYER,M2,SANAYI MAH. GUNEY
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,3,2,TAM,Tam Kontur,BEYOGLU,M2,SISHANE KUZEY
2024-09-20,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,SULTANGAZI,T4,CEBECI
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,UMRANIYE,M5,CAKMAK
2024-09-20,0,TOPKAPI-HABIBLER,Aktarma,1,1,UCRETSIZ,Tam Aktarma,EYUPSULTAN,T4,SEHITLIK
2024-09-20,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,UCRETSIZ,Ucretsiz,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,UMRANIYE,M5,ALTINSEHIR
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Abonman,USKUDAR,M5,ALTUNIZADE 2
2024-09-20,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,T4,TOPCULAR
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-20,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAYRAMPASA,T4,TASKOPRU
2024-09-20,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,USKUDAR,M4,GOZTEPE
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,4,4,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,CEKMEKOY,M5,CEKMEKOY 1
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Abonman,SISLI,M2,LEVENT 2 KUZEY
2024-09-20,0,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,USKUDAR,M5,ALTUNIZADE 1
2024-09-20,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,MARMARAY,KUCUKCEKMECE
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,ITU GUNEY
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,M5,USKUDAR 2
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-20,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,GAZIOSMANPASA,T4,ALI FUAT BASGIL
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,FISTIKAGACI
2024-09-20,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,GUNGOREN,M1,MERTER
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,USKUDAR 2
2024-09-20,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BAGCILAR,M3,YENI MAHALLE
2024-09-20,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,GAZIOSMANPASA,T4,ALI FUAT BASGIL
2024-09-20,0,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,T1,SULTANAHMET
2024-09-20,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,M1,AKSARAY
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,USKUDAR 2
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,T1,EMINONU 2
2024-09-20,0,KABATAS-BAGCILAR,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,T1,ZEYTINBURNU 2
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,2,2,TAM,Tam Abonman,USKUDAR,M5,USKUDAR 2
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,2,2,TAM,Tam Kontur,FATIH,M2,YENIKAPI KUZEY
2024-09-20,0,KADIKOY-KARTAL,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,USKUDAR,M4,UNALAN
2024-09-20,0,KABATAS-BAGCILAR,Normal,5,5,TAM,Tam Kontur,FATIH,T1,SULTANAHMET
2024-09-20,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ESENLER,M1,TERAZIDERE
2024-09-20,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,,M7,MAHMUTBEY M7 HOL 2
2024-09-20,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M3,MAHMUTBEY
2024-09-20,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-20,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,USKUDAR,M4,GOZTEPE
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,FATIH,M2,HALIC GUNEY
2024-09-20,0,KABATAS-BAGCILAR,Normal,2,1,TAM,Tam Kontur,BEYOGLU,T1,FINDIKLI
2024-09-20,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,MALTEPE,M4,HUZUREVI
2024-09-20,0,KADIKOY-KARTAL,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,USKUDAR,M4,UNALAN
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SISLI,M2,OSMANBEY 2 GUNEY
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,UMRANIYE,M5,CAKMAK
2024-09-20,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BAGCILAR,M3,MAHMUTBEY
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,KAGITHANE,M2,4 LEVENT KUZEY
2024-09-20,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,M3,OZGURLUK MEYDANI GUNEY
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1,TOPKAPI
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Abonman,BEYOGLU,M2,SISHANE GUNEY
2024-09-20,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M3,YENI MAHALLE
2024-09-20,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,UMRANIYE,M5,IMAM HATIP LISESI
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Tam Kontur,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-20,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,PENDIK,MARMARAY,KAYNARCA
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,2,2,TAM,Tam Kontur,SISLI,M2,OSMANBEY KUZEY
2024-09-20,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Abonman,FATIH,MARMARAY,YENIKAPI-2
2024-09-20,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-20,0,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BEYOGLU,T1,TOPHANE
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI GUNEY
2024-09-20,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,MALTEPE,M4,HUZUREVI
2024-09-20,0,YENIKAPI - HACIOSMAN,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2,TAKSIM GUNEY
2024-09-20,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,,M7,KAGITHANE DOGU
2024-09-20,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M1,AKSARAY
2024-09-20,0,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-20,0,KADIKOY-KARTAL,Normal,5,5,INDIRIMLI1,Indirimli Abonman,USKUDAR,M4,UNALAN
2024-09-20,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAYRAMPASA,M1,KARTALTEPE
2024-09-20,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-20,0,KABATAS-MAHMUTBEY,Normal,1,1,TAM,Tam Kontur,,M7,KAZIMKARABEKIR
2024-09-21,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,KADIKOY,MARMARAY,BOSTANCI-2
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M2,YENIKAPI KUZEY
2024-09-21,0,KABATAS-MAHMUTBEY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,,M7,MECIDIYEKOY BATI
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2,SISHANE KUZEY
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,BEYOGLU,M2,TAKSIM GUNEY
2024-09-21,0,HALKALI - GEBZE,Normal,3,3,TAM,Tam Kontur,MALTEPE,MARMARAY,SUREYYA PLAJI
2024-09-21,0,KABATAS-MAHMUTBEY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,,M7,MECIDIYEKOY BATI
2024-09-21,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,USKUDAR,MARMARAY,USKUDAR-3
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,BEYOGLU,M2,TAKSIM GUNEY
2024-09-21,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,FATIH,M1,AKSARAY 1
2024-09-21,0,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BESIKTAS,TCDD-GH,GAYRETTEPE
2024-09-21,0,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,ESENLER,T4,CUMHURIYET
2024-09-21,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,ESENLER,M1,ESENLER
2024-09-21,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,CEKMEKOY,M5,CEKMEKOY 1
2024-09-21,0,KADIKOY-KARTAL,Normal,3,3,TAM,Tam Kontur,KADIKOY,M4,KADIKOY (BATI)
2024-09-21,0,USKUDAR-CEKMEKOY,Aktarma,1,1,TAM,Tam Aktarma,USKUDAR,M5,ALTUNIZADE 1
2024-09-21,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SANCAKTEPE,M5,MECLIS
2024-09-21,0,KABATAS-MAHMUTBEY,Aktarma,1,1,TAM,Tam Aktarma,,M7,KAGITHANE DOGU
2024-09-21,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,BEYOGLU,M2,TAKSIM GUNEY
2024-09-21,0,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2024-09-21,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,USKUDAR 1
2024-09-21,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KADIKOY,MARMARAY,AYRILIKCESMESI
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,FATIH,M2,YENIKAPI KUZEY
2024-09-21,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,BAGLARBASI
2024-09-21,0,TOPKAPI-HABIBLER,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,ZEYTINBURNU,T4,TOPKAPI
2024-09-21,0,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,FATIH,MARMARAY,YENIKAPI-1
2024-09-21,0,EMINONU-ALIBEYKOY,Normal,3,2,TAM,Tam Kontur,FATIH,T5,EMINONU
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,2,2,TAM,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-21,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,M3,INCIRLI
2024-09-21,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,USKUDAR 1
2024-09-21,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,FATIH,T1,PAZARTEKKE
2024-09-21,0,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,ALTUNIZADE 2
2024-09-21,0,KADIKOY-KARTAL,Normal,1,1,UCRETSIZ,Tam Kontur,KADIKOY,M4,KADIKOY (DOGU)
2024-09-21,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,TUZLA,MARMARAY,AYDINTEPE
2024-09-21,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M3,MAHMUTBEY M7 HOL 3
2024-09-21,0,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,GUNGOREN,M3,MAHMUTBEY M7 HOL 4
2024-09-21,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,PENDIK,M4,TAVSANTEPE (BATI)
2024-09-21,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,GAZIOSMANPASA,T4,KARADENIZ MAHALLESI
2024-09-21,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,ESENLER,M1,TERAZIDERE
2024-09-21,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Abonman,FATIH,T5,ALIBEYKOY METRO
2024-09-21,0,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,MARMARAY,KUCUKCEKMECE
2024-09-21,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KARTAL,M4,KARTAL (BATI)
2024-09-21,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,M1,ATAKOY
2024-09-21,0,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5,KISIKLI
2024-09-21,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Abonman,SULTANGAZI,T4,MESCIDI SELAM
2024-09-21,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,GAZIOSMANPASA,T4,BEREC
2024-09-21,0,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,M1,EMNIYET
2024-09-21,0,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Tam Kontur,KADIKOY,MARMARAY,AYRILIKCESMESI
2024-09-21,0,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,FATIH,T1,SULTANAHMET
2024-09-21,0,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,T1,EMINONU 2
2024-09-21,0,HALKALI - GEBZE,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,MARMARAY,BAKIRKOY-2
2024-09-21,0,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Kontur,PENDIK,M4,FEVZI CAKMAK
2024-09-21,0,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,GAZIOSMANPASA,T4,ALI FUAT BASGIL
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI GUNEY
2024-09-21,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,M1,ATAKOY
2024-09-21,0,TOPKAPI-HABIBLER,Normal,1,1,TAM,Tam Kontur,SULTANGAZI,T4,MESCIDI SELAM
2024-09-21,0,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,USKUDAR,M4,GOZTEPE
2024-09-21,0,KADIKOY-KARTAL,Normal,2,2,INDIRIMLI1,Tam Kontur,PENDIK,M4,SABIHA GOKCEN HAVALIMANI
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,BEYOGLU,M2,SISHANE GUNEY
2024-09-21,0,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BASAKSEHIR,M3,METROKENT
2024-09-21,0,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,T1,EMINONU 2
2024-09-21,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,MARMARAY,YENIKAPI-1
2024-09-21,0,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,GUNGOREN,M1,MERTER
2024-09-21,0,USKUDAR-CEKMEKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,USKUDAR,M5,BAGLARBASI
2024-09-21,0,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,GUNGOREN,M1,DAVUTPASA
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BEYOGLU,M2,SISHANE KUZEY
2024-09-21,0,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2024-09-21,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BEYOGLU,M2,TAKSIM GUNEY
2024-09-21,0,HALKALI - GEBZE,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,MARMARAY,YESILYURT
2024-09-21,0,KABATAS-BAGCILAR,Normal,4,4,INDIRIMLI1,Indirimli Kontur,BEYOGLU,T1,TOPHANE
2024-09-21,0,YENIKAPI - HAVALIMANI,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,M1,ZEYTINBURNU
