transition_date,transition_hour,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SARIYER,M2,SEYRANTEPE 2 DOGU
2024-09-30,0,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Kontur,FATIH,T5,CEP OTOGAR
2024-09-30,0,YENIKAPI - HACIOSMAN,Aktarma,1,1,TAM,Tam Aktarma,SISLI,M2,GAYRETTEPE
2024-09-30,0,EMINONU-ALIBEYKOY,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,T5,KUCUKPAZAR
2024-09-30,0,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,MARMARAY,YENIKAPI-1
2024-09-30,0,KABATAS-MAHMUTBEY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,,M7,ALIBEYKOY DOGU
2024-09-30,0,USKUDAR-CEKMEKOY,Normal,4,4,INDIRIMLI1,Indirimli Abonman,USKUDAR,M5,ALTUNIZADE 1
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,4,4,INDIRIMLI1,Indirimli Abonman,SISLI,M2,ITU GUNEY
2024-09-30,0,KABATAS-MAHMUTBEY,Aktarma,1,1,UCRETSIZ,Tam Aktarma,,M7,ALIBEYKOY DOGU
2024-09-30,0,YENIKAPI - HACIOSMAN,Normal,2,1,TAM,Tam Kontur,FATIH,M2,HALIC GUNEY
2024-09-30,0,TOPKAPI-HABIBLER,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,EYUPSULTAN,T4,SEHITLIK
